C:\Users\yujunyu\.conda\envs\pytorch\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and will be removed in 0.15, please use 'weights' instead.
  warnings.warn(
C:\Users\yujunyu\.conda\envs\pytorch\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and will be removed in 0.15. The current behavior is equivalent to passing `weights=ResNet18_Weights.IMAGENET1K_V1`. You can also use `weights=ResNet18_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
训练准备......
{'cardboard': 0, 'glass': 1, 'metal': 2, 'paper': 3, 'plastic': 4, 'trash': 5}
加载预训练模型
训练开始......
epoch:0/100 	 train_acc:52.39651107788086 	 val_acc:74.78260803222656 	 train_loss:0.8874574899673462 	 val_loss:0.8210588693618774
epoch:56/100 	 train_acc:99.89106750488281 	 val_acc:94.99999237060547 	 train_loss:0.0029069960583001375 	 val_loss:0.12308351695537567
epoch:57/100 	 train_acc:99.9455337524414 	 val_acc:94.99999237060547 	 train_loss:0.0015114826383069158 	 val_loss:0.15571638941764832
epoch:58/100 	 train_acc:99.9455337524414 	 val_acc:94.34782409667969 	 train_loss:0.001365691889077425 	 val_loss:0.11975517868995667
epoch:59/100 	 train_acc:100.0 	 val_acc:94.56521606445312 	 train_loss:0.0030924046877771616 	 val_loss:0.13277915120124817
epoch:60/100 	 train_acc:99.9455337524414 	 val_acc:94.34782409667969 	 train_loss:0.0014867079444229603 	 val_loss:0.08932869136333466
epoch:61/100 	 train_acc:99.89106750488281 	 val_acc:94.34782409667969 	 train_loss:0.004148739855736494 	 val_loss:0.12538087368011475
epoch:62/100 	 train_acc:99.9455337524414 	 val_acc:95.2173843383789 	 train_loss:0.0045262728817760944 	 val_loss:0.1874173879623413
epoch:63/100 	 train_acc:100.0 	 val_acc:93.2608642578125 	 train_loss:0.0016400653403252363 	 val_loss:0.24857443571090698
epoch:64/100 	 train_acc:99.9455337524414 	 val_acc:94.99999237060547 	 train_loss:0.0013739819405600429 	 val_loss:0.1364113837480545
epoch:65/100 	 train_acc:99.89106750488281 	 val_acc:94.13043212890625 	 train_loss:0.001069794176146388 	 val_loss:0.17955127358436584
epoch:66/100 	 train_acc:99.89106750488281 	 val_acc:95.2173843383789 	 train_loss:0.00359739875420928 	 val_loss:0.11309400200843811
epoch:67/100 	 train_acc:99.9455337524414 	 val_acc:94.56521606445312 	 train_loss:0.0022443868219852448 	 val_loss:0.16204963624477386
epoch:68/100 	 train_acc:99.9455337524414 	 val_acc:94.34782409667969 	 train_loss:0.0007774628465995193 	 val_loss:0.1743488609790802
epoch:69/100 	 train_acc:100.0 	 val_acc:94.56521606445312 	 train_loss:0.0015768304001539946 	 val_loss:0.16620150208473206
epoch:70/100 	 train_acc:100.0 	 val_acc:93.47825622558594 	 train_loss:0.016025394201278687 	 val_loss:0.10681857913732529
epoch:71/100 	 train_acc:99.9455337524414 	 val_acc:93.69564819335938 	 train_loss:0.0018376450752839446 	 val_loss:0.14144742488861084
epoch:72/100 	 train_acc:99.9455337524414 	 val_acc:94.34782409667969 	 train_loss:0.0025702028069645166 	 val_loss:0.12486795336008072
epoch:73/100 	 train_acc:99.89106750488281 	 val_acc:93.2608642578125 	 train_loss:0.0015624797670170665 	 val_loss:0.18054063618183136
epoch:74/100 	 train_acc:99.9455337524414 	 val_acc:95.2173843383789 	 train_loss:0.0029481337405741215 	 val_loss:0.14352315664291382
epoch:75/100 	 train_acc:100.0 	 val_acc:95.43477630615234 	 train_loss:0.0010955450125038624 	 val_loss:0.10692202299833298
epoch:76/100 	 train_acc:100.0 	 val_acc:94.34782409667969 	 train_loss:0.0013843246269971132 	 val_loss:0.14009718596935272
epoch:77/100 	 train_acc:99.9455337524414 	 val_acc:94.13043212890625 	 train_loss:0.0019753477536141872 	 val_loss:0.13483113050460815
epoch:78/100 	 train_acc:99.89106750488281 	 val_acc:94.99999237060547 	 train_loss:0.0011122594587504864 	 val_loss:0.10735229402780533
epoch:79/100 	 train_acc:99.89106750488281 	 val_acc:94.56521606445312 	 train_loss:0.030210917815566063 	 val_loss:0.15859384834766388
epoch:80/100 	 train_acc:99.9455337524414 	 val_acc:94.13043212890625 	 train_loss:0.000653013470582664 	 val_loss:0.1723790466785431
epoch:81/100 	 train_acc:99.9455337524414 	 val_acc:94.34782409667969 	 train_loss:0.0018780656391754746 	 val_loss:0.1027233824133873
epoch:82/100 	 train_acc:99.89106750488281 	 val_acc:94.56521606445312 	 train_loss:0.0008373963064514101 	 val_loss:0.13781872391700745
epoch:83/100 	 train_acc:99.9455337524414 	 val_acc:94.13043212890625 	 train_loss:0.0021949978545308113 	 val_loss:0.17798946797847748
epoch:84/100 	 train_acc:99.9455337524414 	 val_acc:93.91304016113281 	 train_loss:0.00041654056985862553 	 val_loss:0.12062618881464005
epoch:85/100 	 train_acc:99.9455337524414 	 val_acc:94.13043212890625 	 train_loss:0.003341002855449915 	 val_loss:0.14030754566192627
epoch:86/100 	 train_acc:99.89106750488281 	 val_acc:94.78260803222656 	 train_loss:0.0007001497433520854 	 val_loss:0.09663387387990952
epoch:87/100 	 train_acc:100.0 	 val_acc:94.99999237060547 	 train_loss:0.005182906519621611 	 val_loss:0.13306041061878204
epoch:88/100 	 train_acc:99.89106750488281 	 val_acc:94.13043212890625 	 train_loss:0.00045127051998861134 	 val_loss:0.15296633541584015
epoch:89/100 	 train_acc:100.0 	 val_acc:93.69564819335938 	 train_loss:0.0006653143791481853 	 val_loss:0.18580806255340576
epoch:90/100 	 train_acc:99.9455337524414 	 val_acc:93.91304016113281 	 train_loss:0.0013140881201252341 	 val_loss:0.21801157295703888
epoch:91/100 	 train_acc:99.89106750488281 	 val_acc:94.34782409667969 	 train_loss:0.003482602536678314 	 val_loss:0.1441698968410492
epoch:92/100 	 train_acc:99.89106750488281 	 val_acc:94.34782409667969 	 train_loss:0.000342590908985585 	 val_loss:0.1679021567106247
epoch:93/100 	 train_acc:99.9455337524414 	 val_acc:94.99999237060547 	 train_loss:0.0018087017815560102 	 val_loss:0.09507827460765839
epoch:94/100 	 train_acc:100.0 	 val_acc:94.56521606445312 	 train_loss:0.003533995011821389 	 val_loss:0.1486368626356125
epoch:95/100 	 train_acc:99.89106750488281 	 val_acc:93.91304016113281 	 train_loss:0.0003364485455676913 	 val_loss:0.2211345136165619
epoch:96/100 	 train_acc:99.89106750488281 	 val_acc:94.13043212890625 	 train_loss:0.0014326013624668121 	 val_loss:0.11013278365135193
epoch:97/100 	 train_acc:99.9455337524414 	 val_acc:93.91304016113281 	 train_loss:0.006995527073740959 	 val_loss:0.177200585603714
epoch:98/100 	 train_acc:99.89106750488281 	 val_acc:94.56521606445312 	 train_loss:0.0008913872879929841 	 val_loss:0.12421244382858276
epoch:99/100 	 train_acc:99.9455337524414 	 val_acc:93.91304016113281 	 train_loss:0.0035242177546024323 	 val_loss:0.21246370673179626
训练结束！
